,cod_transacao,cod_calendario,cod_operacoes,cod_produto,quantidade_produto,cod_cliente,cod_servico,quantidade_servico,data_criacao,data_alteracao
802,f1854d91,510,5,205,2,0b6ae467,,,2026-07-15,2026-07-15
803,d77c7b54,526,1,202,4,b755ebae,,,2026-07-15,2026-07-15
804,6d26943a,107,6,204,1,89eec31c,,,2026-07-15,2026-07-15
805,cdbb2823,653,1,205,4,531113e4,,,2026-07-15,2026-07-15
806,e6fa2846,660,3,205,4,ba285e29,,,2026-07-15,2026-07-15
807,9e3f4e09,539,4,203,1,6c4f0c4c,,,2026-07-15,2026-07-15
808,348f3b8f,504,3,201,1,465c1c13,,,2026-07-15,2026-07-15
809,2673b0e3,324,6,204,3,b716556b,,,2026-07-15,2026-07-15
810,439cae85,632,7,205,3,d8a2bbd7,,,2026-07-15,2026-07-15
811,ea17dc87,226,4,203,4,89eec31c,,,2026-07-15,2026-07-15
812,b9abaf7e,296,4,202,5,b4ca029a,,,2026-07-15,2026-07-15
813,647f919f,480,2,203,2,e3ec02d4,,,2026-07-15,2026-07-15
814,73b526ad,398,4,204,3,036ada7f,,,2026-07-15,2026-07-15
815,1de5f1ef,645,7,202,1,de084e17,,,2026-07-15,2026-07-15
816,0afd011e,305,3,202,2,4e431688,,,2026-07-15,2026-07-15
817,d6366658,612,6,205,1,ef75b4bf,,,2026-07-15,2026-07-15
818,11094635,19,4,204,1,6958bb49,,,2026-07-15,2026-07-15
819,6fc4b301,266,5,201,2,6b3185b0,,,2026-07-15,2026-07-15
820,b626026e,689,6,201,1,69b06aa6,,,2026-07-15,2026-07-15
821,0c9c8ab8,349,1,202,1,e6d45de3,,,2026-07-15,2026-07-15
822,813dc1ae,339,4,203,4,465c1c13,,,2026-07-15,2026-07-15
823,52239df6,294,6,205,5,3e66160b,,,2026-07-15,2026-07-15
824,c395d92c,377,6,202,3,72bc630e,,,2026-07-15,2026-07-15
825,3258f4e3,418,1,201,3,e89b35ce,,,2026-07-15,2026-07-15
826,82141e3f,131,5,201,2,b427b66b,,,2026-07-15,2026-07-15
827,79f9d7df,84,4,201,1,66299238,,,2026-07-15,2026-07-15
828,a383997a,628,5,201,3,6601ea7f,,,2026-07-15,2026-07-15
829,3b2fb596,584,1,201,1,8111bc07,,,2026-07-15,2026-07-15
830,98f5e723,654,7,201,1,4363b8d6,,,2026-07-15,2026-07-15
831,ab45de70,112,1,202,3,a426a28e,,,2026-07-15,2026-07-15
832,8c02447a,656,5,204,1,3f491b77,,,2026-07-15,2026-07-15
833,52c17ff3,702,4,201,5,d88f6a7f,,,2026-07-15,2026-07-15
834,579ee70f,635,4,203,1,10f10b2b,,,2026-07-15,2026-07-15
835,5e6f7b2c,200,1,202,1,8111bc07,,,2026-07-15,2026-07-15
836,06effd40,542,6,203,5,aefc1727,,,2026-07-15,2026-07-15
837,abf64ecd,232,3,203,1,13a46227,,,2026-07-15,2026-07-15
838,22ffd953,546,3,201,4,10f10b2b,,,2026-07-15,2026-07-15
839,ce44d1ac,636,7,202,2,a93aa731,,,2026-07-15,2026-07-15
840,8d246787,265,6,204,4,3f491b77,,,2026-07-15,2026-07-15
841,a658b154,1,5,205,1,9349d295,,,2026-07-15,2026-07-15
842,60e93ebd,309,5,203,3,97682d83,,,2026-07-15,2026-07-15
843,5b566b89,522,7,203,4,434c2454,,,2026-07-15,2026-07-15
844,b9fdef8e,150,7,204,1,367ca016,,,2026-07-15,2026-07-15
845,4fd3a131,366,6,205,4,3f26afe9,,,2026-07-15,2026-07-15
846,8e8efc92,304,5,203,5,346c1416,,,2026-07-15,2026-07-15
847,511f8288,343,7,205,3,d88f6a7f,,,2026-07-15,2026-07-15
848,f5aca351,322,5,201,1,42d0014c,,,2026-07-15,2026-07-15
849,593feb36,333,5,201,4,6f28469e,,,2026-07-15,2026-07-15
850,296f228e,25,5,205,4,2c42c662,,,2026-07-15,2026-07-15
851,a09b108b,155,7,204,5,3fc80484,,,2026-07-15,2026-07-15
852,c8daf641,156,2,202,5,d88f6a7f,,,2026-07-15,2026-07-15
853,70db350c,99,2,204,2,62bfa0d9,,,2026-07-15,2026-07-15
854,d6ffb2bd,295,4,202,2,86613e2d,,,2026-07-15,2026-07-15
855,b571f8bd,562,5,204,3,860df6aa,,,2026-07-15,2026-07-15
856,27af9051,708,4,204,2,f169683e,,,2026-07-15,2026-07-15
857,9c9678cc,275,4,202,4,c49ff99c,,,2026-07-15,2026-07-15
858,0747ac73,597,3,202,5,2dcdeda3,,,2026-07-15,2026-07-15
859,3300bc24,48,1,202,3,f399f8e1,,,2026-07-15,2026-07-15
860,b71e557d,664,4,205,3,37354f22,,,2026-07-15,2026-07-15
861,b6c1416f,340,6,204,4,8ad52b25,,,2026-07-15,2026-07-15
862,ee0fca45,399,1,205,5,1f937553,,,2026-07-15,2026-07-15
863,7ef52593,377,1,205,4,1b14dcc9,,,2026-07-15,2026-07-15
864,e545ebe2,449,5,202,5,fb5ef791,,,2026-07-15,2026-07-15
865,ef762840,6,5,204,4,1139e59a,,,2026-07-15,2026-07-15
866,7adef49c,175,5,202,5,15a65ae5,,,2026-07-15,2026-07-15
867,bff74bb5,442,6,202,5,7bc42b05,,,2026-07-15,2026-07-15
868,cfe13df9,133,2,204,5,35acd685,,,2026-07-15,2026-07-15
869,8f38a639,438,1,202,1,3184736b,,,2026-07-15,2026-07-15
870,099f6984,439,3,203,3,49fdea5f,,,2026-07-15,2026-07-15
871,5bfc8218,541,3,202,4,70bfbcda,,,2026-07-15,2026-07-15
872,7319e62c,509,7,204,4,1aaa9d3a,,,2026-07-15,2026-07-15
873,0dae3830,447,7,205,1,1dc2bf91,,,2026-07-15,2026-07-15
874,ce971c50,18,3,205,2,8993064a,,,2026-07-15,2026-07-15
875,a84d18d2,407,2,201,3,69b06aa6,,,2026-07-15,2026-07-15
876,bed71b89,159,5,203,2,944084a9,,,2026-07-15,2026-07-15
877,7380d427,97,4,204,4,72bc630e,,,2026-07-15,2026-07-15
878,bfc36ccc,55,5,204,4,943eab83,,,2026-07-15,2026-07-15
879,d676d80a,2,7,204,2,50987e86,,,2026-07-15,2026-07-15
880,91c58b43,302,6,204,3,4c309170,,,2026-07-15,2026-07-15
881,b2f2094e,633,3,202,4,5dff7cb7,,,2026-07-15,2026-07-15
882,2ef973a5,370,6,205,1,895b017c,,,2026-07-15,2026-07-15
883,4878a9fa,489,3,202,1,5e91ed7b,,,2026-07-15,2026-07-15
884,4ce0ab7d,391,3,205,1,a638b4b0,,,2026-07-15,2026-07-15
885,d26139a5,708,7,203,5,a4e3426c,,,2026-07-15,2026-07-15
886,1cba9ffa,693,6,201,2,5424e422,,,2026-07-15,2026-07-15
887,4462b41c,503,4,201,5,f22bf066,,,2026-07-15,2026-07-15
888,e84f63a4,10,4,203,5,860df6aa,,,2026-07-15,2026-07-15
889,197886d2,602,5,205,4,4943c5d9,,,2026-07-15,2026-07-15
890,f66bb522,710,4,203,2,465c1c13,,,2026-07-15,2026-07-15
891,ce1ce623,61,6,201,4,43cbe6fa,,,2026-07-15,2026-07-15
892,666849e4,157,6,201,3,eb3c1fb7,,,2026-07-15,2026-07-15
893,fd61ba7b,462,6,204,3,2c42c662,,,2026-07-15,2026-07-15
894,46b9ce20,608,7,205,3,ada44e5b,,,2026-07-15,2026-07-15
895,b9de21cc,257,1,205,2,45592551,,,2026-07-15,2026-07-15
896,300426b3,382,3,202,1,14a4c03c,,,2026-07-15,2026-07-15
897,88da9775,124,5,201,1,970e594b,,,2026-07-15,2026-07-15
898,2c8e4ce7,127,7,204,4,60ce4ade,,,2026-07-15,2026-07-15
899,645f6ea1,664,2,205,4,3fc80484,,,2026-07-15,2026-07-15
900,9c25f164,236,1,201,3,3929633d,,,2026-07-15,2026-07-15
901,c069010a,408,5,201,4,3184736b,,,2026-07-15,2026-07-15
902,073b894e,659,7,201,1,43cbe6fa,,,2026-07-15,2026-07-15
903,b7b6320e,668,3,204,3,45592551,,,2026-07-15,2026-07-15
904,8ae3ffeb,350,6,201,2,c88f1b8d,,,2026-07-15,2026-07-15
905,98a50d33,677,6,201,4,247dccf1,,,2026-07-15,2026-07-15
906,3f471f91,496,4,202,3,3a1572cc,,,2026-07-15,2026-07-15
907,9d8ca12e,320,3,203,1,ddaa1bf9,,,2026-07-15,2026-07-15
908,cda68d00,243,1,204,3,5e91ed7b,,,2026-07-15,2026-07-15
909,419b8b4b,706,6,205,4,43b89e78,,,2026-07-15,2026-07-15
910,667a3abf,6,2,203,1,f971e386,,,2026-07-15,2026-07-15
911,fe02129f,692,3,202,2,3f491b77,,,2026-07-15,2026-07-15
912,a0dba862,189,1,205,4,ec5b641f,,,2026-07-15,2026-07-15
913,e4b0cdde,516,2,204,1,4db20d32,,,2026-07-15,2026-07-15
914,a975d187,599,4,203,1,cbcf13d1,,,2026-07-15,2026-07-15
915,a909a5a6,305,6,202,4,a008a294,,,2026-07-15,2026-07-15
916,fa61ce40,144,1,205,4,3cc541a7,,,2026-07-15,2026-07-15
917,b1edd65d,524,2,204,5,6f28469e,,,2026-07-15,2026-07-15
918,08fa2fae,248,5,204,1,a30580a1,,,2026-07-15,2026-07-15
919,accadc57,662,2,202,3,a0d8ebba,,,2026-07-15,2026-07-15
920,392ba1d5,8,6,205,1,abeb982e,,,2026-07-15,2026-07-15
921,962797c5,329,2,201,4,bd5892a8,,,2026-07-15,2026-07-15
922,072fa260,248,4,204,1,3a1756fa,,,2026-07-15,2026-07-15
923,9a3cddcb,371,4,202,1,28741ecd,,,2026-07-15,2026-07-15
924,434d8782,102,3,203,5,35acd685,,,2026-07-15,2026-07-15
925,7e18a32d,228,1,202,3,95f70b4e,,,2026-07-15,2026-07-15
926,e66807bc,1,3,202,1,9ac47356,,,2026-07-15,2026-07-15
927,61ecd42b,332,2,202,5,2b2175cd,,,2026-07-15,2026-07-15
928,e3ffd95f,138,3,201,1,ada44e5b,,,2026-07-15,2026-07-15
929,116b7cdd,528,5,205,2,ed4939ed,,,2026-07-15,2026-07-15
930,fb83b8ce,42,6,201,2,3fc80484,,,2026-07-15,2026-07-15
931,72c0460a,463,7,204,4,425b1d3d,,,2026-07-15,2026-07-15
932,99071eac,565,1,203,2,346c1416,,,2026-07-15,2026-07-15
933,fa37fb72,115,4,202,2,ee98f97e,,,2026-07-15,2026-07-15
934,c32ae0f7,675,7,203,5,50641c23,,,2026-07-15,2026-07-15
935,dbaca343,461,4,203,5,89eec31c,,,2026-07-15,2026-07-15
936,0d146cc7,290,3,204,1,57221ec9,,,2026-07-15,2026-07-15
937,60ebaf62,294,3,205,4,2df8b6f4,,,2026-07-15,2026-07-15
938,539a1871,704,1,202,1,d88f6a7f,,,2026-07-15,2026-07-15
939,ab71ddcc,56,6,203,5,1b14dcc9,,,2026-07-15,2026-07-15
940,c1e15c3e,426,5,205,3,4960cc67,,,2026-07-15,2026-07-15
941,6d3fb16c,211,7,203,4,9dd48364,,,2026-07-15,2026-07-15
942,fcbf2ffc,680,7,201,1,0fbb521a,,,2026-07-15,2026-07-15
943,fbf91d5d,149,3,204,2,ee98f97e,,,2026-07-15,2026-07-15
944,bb669e67,445,4,204,4,c475f6fc,,,2026-07-15,2026-07-15
945,c35fc483,422,1,205,5,0968f5a7,,,2026-07-15,2026-07-15
946,1e27a154,345,6,203,1,b51ae2f1,,,2026-07-15,2026-07-15
947,6449e46d,661,3,201,4,bd47b713,,,2026-07-15,2026-07-15
948,80c688cb,181,6,204,2,2dcdeda3,,,2026-07-15,2026-07-15
949,0bd742e1,531,7,205,5,d8a2bbd7,,,2026-07-15,2026-07-15
950,be8ef9ee,660,7,201,4,d8a2bbd7,,,2026-07-15,2026-07-15
951,801d17b0,545,3,202,1,2c42c662,,,2026-07-15,2026-07-15
952,50251b40,294,1,201,3,37166503,,,2026-07-15,2026-07-15
953,9cbf7d04,215,5,202,5,87830e43,,,2026-07-15,2026-07-15
954,70a7fcc3,303,6,202,1,b7effad0,,,2026-07-15,2026-07-15
955,1e95358f,151,5,203,1,c4cdb41c,,,2026-07-15,2026-07-15
956,8cb5a73b,20,2,203,5,4392286c,,,2026-07-15,2026-07-15
957,7cbc1cfb,354,6,204,1,0d484e5f,,,2026-07-15,2026-07-15
958,5e4ccf62,261,4,203,5,fe86a413,,,2026-07-15,2026-07-15
959,7f69e26b,363,4,205,1,febfde98,,,2026-07-15,2026-07-15
960,47298821,449,2,205,2,c7ead2cc,,,2026-07-15,2026-07-15
961,1d452e5c,729,1,201,1,8ad52b25,,,2026-07-15,2026-07-15
962,5978009b,160,3,202,1,92f2fd13,,,2026-07-15,2026-07-15
963,02b14e06,570,6,201,3,e03caed0,,,2026-07-15,2026-07-15
964,929bfdab,475,2,205,2,4049e911,,,2026-07-15,2026-07-15
965,accd184a,441,4,204,2,482ffe65,,,2026-07-15,2026-07-15
966,94d245d9,495,6,201,3,719fa89e,,,2026-07-15,2026-07-15
967,c31ee069,385,3,205,2,38daf3c5,,,2026-07-15,2026-07-15
968,10dc7efd,125,7,202,3,bc297930,,,2026-07-15,2026-07-15
969,d4f78ef5,324,7,202,5,fdb588e8,,,2026-07-15,2026-07-15
970,4c727c58,406,3,203,3,4c309170,,,2026-07-15,2026-07-15
971,121aa9f3,331,1,204,5,6f28469e,,,2026-07-15,2026-07-15
972,705ea3b8,358,2,204,5,3f491b77,,,2026-07-15,2026-07-15
973,a890fb20,341,5,201,2,2c42c662,,,2026-07-15,2026-07-15
974,661903b9,726,2,205,2,e224a8c6,,,2026-07-15,2026-07-15
975,86f60ac6,221,2,205,4,13a46227,,,2026-07-15,2026-07-15
976,30d5520d,671,4,205,4,ca496ce9,,,2026-07-15,2026-07-15
977,94645cbd,161,5,204,4,2dcdeda3,,,2026-07-15,2026-07-15
978,8b93068a,107,1,203,3,87830e43,,,2026-07-15,2026-07-15
979,bcf4587b,573,1,201,3,50641c23,,,2026-07-15,2026-07-15
980,e0c35f6a,235,1,202,2,a040e169,,,2026-07-15,2026-07-15
981,b4bd90f0,39,4,202,3,6568690c,,,2026-07-15,2026-07-15
982,61c9da88,516,6,203,1,f971e386,,,2026-07-15,2026-07-15
983,b3057d44,417,2,201,2,60c38ae4,,,2026-07-15,2026-07-15
984,7809021c,584,3,205,5,df92d410,,,2026-07-15,2026-07-15
985,f5540d02,471,4,205,1,7ad06864,,,2026-07-15,2026-07-15
986,88e163dc,418,7,201,5,ec486749,,,2026-07-15,2026-07-15
987,f92f26ce,45,2,204,3,f22bf066,,,2026-07-15,2026-07-15
988,9a72a7d7,413,7,205,4,45c95088,,,2026-07-15,2026-07-15
989,4850f697,429,1,202,4,69b06aa6,,,2026-07-15,2026-07-15
990,54ef58fd,129,6,204,5,6b71e7b7,,,2026-07-15,2026-07-15
991,35301ffa,64,5,202,2,41c72cdb,,,2026-07-15,2026-07-15
992,c85eed7d,725,1,204,4,2a9b3aaa,,,2026-07-15,2026-07-15
993,19e2c300,64,7,205,3,3973c30a,,,2026-07-15,2026-07-15
994,bd463e3e,512,7,204,4,3184736b,,,2026-07-15,2026-07-15
995,4afa8fd5,729,4,203,4,a4e3426c,,,2026-07-15,2026-07-15
996,1f6cb6e3,406,3,202,4,ff142568,,,2026-07-15,2026-07-15
997,49c61ca4,690,7,202,3,f6ab1ed5,,,2026-07-15,2026-07-15
998,b7e5eee2,488,4,202,3,2d45f6bd,,,2026-07-15,2026-07-15
999,5dfdd3cf,360,1,203,4,f2fc7978,,,2026-07-15,2026-07-15
1000,47a03a79,538,7,205,3,ff142568,,,2026-07-15,2026-07-15
1001,30fd66a7,80,2,204,3,52b3375c,,,2026-07-15,2026-07-15
1002,47b0d275,326,4,205,2,bd5892a8,,,2026-07-15,2026-07-15
1003,8051f3ac,74,2,202,3,f27a730c,,,2026-07-15,2026-07-15
1004,035e086e,211,7,203,1,53648c48,,,2026-07-15,2026-07-15
1005,3c88c754,450,3,201,4,d2599bb6,,,2026-07-15,2026-07-15
1006,8e1bf2e2,267,5,201,4,bd47b713,,,2026-07-15,2026-07-15
1007,c02a4924,685,5,205,3,6ee48559,,,2026-07-15,2026-07-15
1008,b5b89927,646,4,204,5,7e1de19d,,,2026-07-15,2026-07-15
1009,93efffc7,254,7,203,1,2df8b6f4,,,2026-07-15,2026-07-15
1010,819208a0,722,4,202,1,0fcaa55a,,,2026-07-15,2026-07-15
1011,d39627d2,101,6,203,1,ac2c30bf,,,2026-07-15,2026-07-15
1012,3529aafa,89,5,203,3,369a8438,,,2026-07-15,2026-07-15
1013,e0922d93,450,3,204,1,6c4f0c4c,,,2026-07-15,2026-07-15
1014,ab27e926,569,5,203,1,e03caed0,,,2026-07-15,2026-07-15
1015,91b54680,60,6,203,5,d9c08140,,,2026-07-15,2026-07-15
1016,a946a754,435,4,201,4,112f9cab,,,2026-07-15,2026-07-15
1017,6a83c41a,650,3,202,1,6b71e7b7,,,2026-07-15,2026-07-15
1018,68b88aad,203,7,205,1,b244f9d6,,,2026-07-15,2026-07-15
1019,bd739525,699,5,205,1,e3ec02d4,,,2026-07-15,2026-07-15
1020,8022bb82,93,4,203,4,ae0deda5,,,2026-07-15,2026-07-15
1021,7db0d736,680,1,202,4,f0924da4,,,2026-07-15,2026-07-15
1022,93828bb3,246,7,204,3,719fa89e,,,2026-07-15,2026-07-15
1023,67b47b8c,429,2,203,1,531113e4,,,2026-07-15,2026-07-15
1024,63a49773,156,4,201,4,52368d16,,,2026-07-15,2026-07-15
1025,479203f4,592,4,204,3,eb3c1fb7,,,2026-07-15,2026-07-15
1026,248a4af0,111,4,202,2,fa853203,,,2026-07-15,2026-07-15
1027,69e24486,604,6,202,1,b427b66b,,,2026-07-15,2026-07-15
1028,910bb3e8,264,2,202,4,52b3375c,,,2026-07-15,2026-07-15
1029,0898232e,88,3,205,3,fdb588e8,,,2026-07-15,2026-07-15
1030,3b24916b,595,1,201,1,5424e422,,,2026-07-15,2026-07-15
1031,2fca4a5b,172,7,202,5,45c95088,,,2026-07-15,2026-07-15
1032,c3b0cf77,130,7,203,4,7e22a2b5,,,2026-07-15,2026-07-15
1033,ea3a7ebe,25,6,202,5,c50cc14e,,,2026-07-15,2026-07-15
1034,e251556f,169,1,204,4,e9238f3f,,,2026-07-15,2026-07-15
1035,98c0b094,72,6,205,3,7fddfb89,,,2026-07-15,2026-07-15
1036,8b9ff001,191,5,203,1,fdb588e8,,,2026-07-15,2026-07-15
1037,66ea8a69,293,6,202,1,822c1444,,,2026-07-15,2026-07-15
1038,bd321bd8,87,3,203,5,d8b06558,,,2026-07-15,2026-07-15
1039,9f239f9d,302,2,205,2,f7817da3,,,2026-07-15,2026-07-15
1040,9ba3b187,229,3,201,5,6f2a321a,,,2026-07-15,2026-07-15
1041,330e2d49,607,7,204,3,72bc630e,,,2026-07-15,2026-07-15
1042,90e5631f,412,6,201,5,6a0cd270,,,2026-07-15,2026-07-15
1043,aa082a8c,238,5,204,3,57be6156,,,2026-07-15,2026-07-15
1044,434e9845,8,5,205,1,a84540d1,,,2026-07-15,2026-07-15
1045,354ecc29,93,2,205,4,315f550b,,,2026-07-15,2026-07-15
1046,2f21245a,156,4,204,1,0fbb521a,,,2026-07-15,2026-07-15
1047,a8a36846,302,7,203,1,5482a297,,,2026-07-15,2026-07-15
1048,14b667a1,35,4,201,2,0fbb521a,,,2026-07-15,2026-07-15
1049,f9548e29,537,6,203,1,9e7dae2e,,,2026-07-15,2026-07-15
1050,f2d5976b,700,3,201,5,b68bef7e,,,2026-07-15,2026-07-15
1051,44644014,286,5,204,2,860df6aa,,,2026-07-15,2026-07-15
1052,cf0e19dd,182,1,203,5,3cc541a7,,,2026-07-15,2026-07-15
1053,5dc03609,15,7,204,3,b730e9e6,,,2026-07-15,2026-07-15
1054,5b6f5230,218,4,204,3,dfe6e1ff,,,2026-07-15,2026-07-15
1055,a3b64476,357,6,202,4,4aeffd09,,,2026-07-15,2026-07-15
1056,febd48ad,71,3,205,3,c7ead2cc,,,2026-07-15,2026-07-15
1057,f6f79e1a,338,7,205,1,a638b4b0,,,2026-07-15,2026-07-15
1058,f4197801,370,3,203,1,fb87e33d,,,2026-07-15,2026-07-15
1059,64976416,475,2,201,2,6601ea7f,,,2026-07-15,2026-07-15
1060,b8c1af77,474,5,204,3,f033669c,,,2026-07-15,2026-07-15
1061,27fcf409,302,7,201,4,b68bef7e,,,2026-07-15,2026-07-15
1062,05ab395d,623,1,203,3,fdb588e8,,,2026-07-15,2026-07-15
1063,b58e5b05,691,7,205,1,87830e43,,,2026-07-15,2026-07-15
1064,93757120,653,5,203,4,ba285e29,,,2026-07-15,2026-07-15
1065,47fc0cbf,409,3,201,2,69956359,,,2026-07-15,2026-07-15
1066,2e62d8b6,377,5,202,1,fdb588e8,,,2026-07-15,2026-07-15
1067,404a3d72,204,3,205,1,3832abbc,,,2026-07-15,2026-07-15
1068,d244d6b2,182,2,204,2,8111bc07,,,2026-07-15,2026-07-15
1069,4bafff91,415,5,201,2,58954ba4,,,2026-07-15,2026-07-15
1070,407dbc15,98,6,205,5,11f3df17,,,2026-07-15,2026-07-15
1071,df15c7e6,41,3,201,2,7b868e56,,,2026-07-15,2026-07-15
1072,7ed62fe2,242,5,205,4,c4cdb41c,,,2026-07-15,2026-07-15
1073,933b84f8,362,5,201,5,b244f9d6,,,2026-07-15,2026-07-15
1074,c43f00ec,500,3,204,2,2b2175cd,,,2026-07-15,2026-07-15
1075,3a195830,632,2,202,4,8d3cc46f,,,2026-07-15,2026-07-15
1076,5fe68a7e,333,4,201,2,7ad06864,,,2026-07-15,2026-07-15
1077,d5cf2a96,20,6,204,3,3184736b,,,2026-07-15,2026-07-15
1078,8c39bb76,74,2,202,5,e5d0ffbb,,,2026-07-15,2026-07-15
1079,4f9e5b7b,337,1,202,1,72bc630e,,,2026-07-15,2026-07-15
1080,562d6734,637,4,201,4,c4cdb41c,,,2026-07-15,2026-07-15
1081,86e7fa7e,657,7,202,2,e0d2a5f3,,,2026-07-15,2026-07-15
1082,2e6588ce,486,1,204,2,5905a3e7,,,2026-07-15,2026-07-15
1083,39398768,311,3,205,1,3f26afe9,,,2026-07-15,2026-07-15
1084,a2904f10,30,3,203,3,bde42cc1,,,2026-07-15,2026-07-15
1085,c8dd1c58,464,3,202,2,163d0b32,,,2026-07-15,2026-07-15
1086,fd792043,667,1,204,2,6f28469e,,,2026-07-15,2026-07-15
1087,fa7a0018,424,7,201,3,e3ec02d4,,,2026-07-15,2026-07-15
1088,1e9c4c7e,439,4,203,1,852032b7,,,2026-07-15,2026-07-15
1089,e1f65071,97,4,205,4,a008a294,,,2026-07-15,2026-07-15
1090,09212571,104,2,201,5,cc9f65a9,,,2026-07-15,2026-07-15
1091,b08330bd,700,5,204,3,5424e422,,,2026-07-15,2026-07-15
1092,aacd32e4,553,7,204,4,0fbb521a,,,2026-07-15,2026-07-15
1093,660a0ef9,713,6,202,1,efc887b8,,,2026-07-15,2026-07-15
1094,8564d283,13,4,204,4,efc887b8,,,2026-07-15,2026-07-15
1095,41c65990,596,3,203,2,d8b06558,,,2026-07-15,2026-07-15
1096,1d13659b,631,7,202,4,95ec6e5b,,,2026-07-15,2026-07-15
1097,c79a9e0f,712,7,204,1,0fbb521a,,,2026-07-15,2026-07-15
1098,1ce81cdc,106,2,204,2,13a46227,,,2026-07-15,2026-07-15
1099,adba89c1,202,4,205,4,944084a9,,,2026-07-15,2026-07-15
1100,d8cecdeb,387,3,204,3,e5d0ffbb,,,2026-07-15,2026-07-15
1101,77da7669,563,7,201,3,f971e386,,,2026-07-15,2026-07-15
1102,d18d6660,425,4,205,1,ed90a296,,,2026-07-15,2026-07-15
1103,8edceef2,341,2,201,1,dfe6e1ff,,,2026-07-15,2026-07-15
1104,9b456c5c,621,2,203,3,ae76cc5c,,,2026-07-15,2026-07-15
1105,1b1d3566,566,7,204,1,4943c5d9,,,2026-07-15,2026-07-15
1106,3854959e,663,6,201,2,d9c08140,,,2026-07-15,2026-07-15
1107,90bc4b5e,636,1,205,2,7b868e56,,,2026-07-15,2026-07-15
1108,005cfab3,287,5,205,2,ed90a296,,,2026-07-15,2026-07-15
1109,56618266,405,5,205,1,69b06aa6,,,2026-07-15,2026-07-15
1110,c40af7e6,344,4,205,4,205742d2,,,2026-07-15,2026-07-15
1111,4853b9c4,178,5,201,2,68f3c4e5,,,2026-07-15,2026-07-15
1112,5866028d,58,7,204,2,f169683e,,,2026-07-15,2026-07-15
1113,7e597811,236,1,202,5,3f26afe9,,,2026-07-15,2026-07-15
1114,5e63b6ea,557,3,201,1,531113e4,,,2026-07-15,2026-07-15
1115,c5d95b19,506,6,201,3,52368d16,,,2026-07-15,2026-07-15
1116,ab5a6e97,718,1,203,2,c7ead2cc,,,2026-07-15,2026-07-15
1117,b6a56352,240,1,204,2,aefc1727,,,2026-07-15,2026-07-15
1118,51093b60,673,2,205,2,7e22a2b5,,,2026-07-15,2026-07-15
1119,b97f6465,169,6,201,4,abeb982e,,,2026-07-15,2026-07-15
1120,eac348f3,27,2,201,5,68f3c4e5,,,2026-07-15,2026-07-15
1121,ba86859a,295,5,203,4,3fc80484,,,2026-07-15,2026-07-15
1122,10dd2004,429,6,201,2,3d657bb9,,,2026-07-15,2026-07-15
1123,d891fba7,442,6,201,5,efc887b8,,,2026-07-15,2026-07-15
1124,333a4c09,322,1,205,3,74258308,,,2026-07-15,2026-07-15
1125,c96a48a9,321,1,201,4,f0758699,,,2026-07-15,2026-07-15
1126,c8290034,248,7,204,5,d9c08140,,,2026-07-15,2026-07-15
1127,65582e91,688,5,205,5,2c760828,,,2026-07-15,2026-07-15
1128,f2e5628c,688,4,201,3,943eab83,,,2026-07-15,2026-07-15
1129,972f766e,399,4,203,2,a040e169,,,2026-07-15,2026-07-15
1130,387337db,48,5,201,3,b7effad0,,,2026-07-15,2026-07-15
1131,1a5a16c5,129,6,201,3,a040e169,,,2026-07-15,2026-07-15
1132,5a3bf236,345,6,205,2,e224a8c6,,,2026-07-15,2026-07-15
1133,6ede3fc8,161,4,203,1,91a6c884,,,2026-07-15,2026-07-15
1134,db207891,179,4,203,5,4c309170,,,2026-07-15,2026-07-15
1135,a568b3fd,9,2,202,4,a71b0343,,,2026-07-15,2026-07-15
1136,3ada39e9,194,5,201,5,febfde98,,,2026-07-15,2026-07-15
1137,514ad9ea,320,5,203,3,cb8ec133,,,2026-07-15,2026-07-15
1138,8515d63d,209,6,204,5,fb87e33d,,,2026-07-15,2026-07-15
1139,66b91dd6,127,5,202,3,6ef9ace3,,,2026-07-15,2026-07-15
1140,3c5def5d,697,2,203,3,ed90a296,,,2026-07-15,2026-07-15
1141,606de832,466,2,202,3,69b06aa6,,,2026-07-15,2026-07-15
1142,e2c1ffbc,210,2,201,1,b03540b1,,,2026-07-15,2026-07-15
1143,77aa1b43,216,7,202,1,6958bb49,,,2026-07-15,2026-07-15
1144,24e99350,271,6,201,5,13a46227,,,2026-07-15,2026-07-15
1145,46733f78,54,4,202,3,c4cdb41c,,,2026-07-15,2026-07-15
1146,e60a2fe8,225,6,204,1,4907af8c,,,2026-07-15,2026-07-15
1147,a060afd3,715,4,203,3,7ad06864,,,2026-07-15,2026-07-15
1148,adf1b83e,404,6,204,2,9dd48364,,,2026-07-15,2026-07-15
1149,cbfd1560,168,2,201,3,35f98e98,,,2026-07-15,2026-07-15
1150,63dfd502,529,2,204,1,4aeffd09,,,2026-07-15,2026-07-15
1151,3a08b942,570,7,204,5,163d0b32,,,2026-07-15,2026-07-15
1152,645f7119,196,6,205,1,efc887b8,,,2026-07-15,2026-07-15
1153,8bb429a2,328,5,201,5,f971e386,,,2026-07-15,2026-07-15
1154,e2020bb6,616,6,202,5,f0758699,,,2026-07-15,2026-07-15
1155,0cbc56ff,533,7,201,1,1d498af8,,,2026-07-15,2026-07-15
